i_id,city,state,zip
0,Houston,TX,77084
1,Vinita,OK,74301
2,Okmulgee,OK,74447
3,WHITE OAK,PA,15131
4,New Orleans,LA,70122
5,NORCROSS,GA,30071
6,Indianapolis,IN,46237-324
7,OVERLAND PARK,KS,66210
8,CLEARWATER,FL,34619
9,FT SMITH,AR,72901
10,WESTMINSTER,CO,80030
11,HOUSTON,TX,77024
12,MADISON,WI,53713
13,Kirksville,MO,63501
14,SPRINGFIELD,OR,97477
15,BOULDER CITY,NV,89005
16,BOULDER CITY,NV,89005
17,New York,NY,10001-5271
18,Caguas,PR,725
19,CHARLESTON,WV,25304
20,HARRISBURG,PA,17110
21,SALT LAKE CITY,UT,84115
22,Columbus,OH,43220
23,Garland,TX,75042
24,Arkadelphia,AR,71923
25,LAS VEGAS,NV,891451356
26,BRONX,NY,10468
27,BOSTON,MA,2111
28,ABINGTON,PA,19001
29,LITTLE ROCK,AR,72209
30,SUNNYSIDE,NY,111041726
31,RANCHO MIRAGE,CA,92270
32,ALTAMONTE SPRINGS,FL,32701
33,DEARBORN HEIGHTS,MI,48127
34,DALLAS,TX,75216
35,RENO,NV,895069031
36,MONTCLAIR,CA,91763
37,KENT,WA,98031
38,ALBANY,OR,97321
39,LAS VEGAS,NV,89128
40,BRUNSWICK,GA,31520
41,SUNRISE,FL,33322
42,SAN DIEGO,CA,92111
43,AMHERST,NY,14226
44,WATERBURY,CT,06705-1335
45,LAS VEGAS,NV,89119-5176
46,PENSACOLA,FL,32504
47,PHOENIX,AZ,85051
48,VENICE,FL,342923326
49,WHEATON,MD,20902
50,LAS VEGAS,NV,89103
51,CHICAGO,IL,606393029
52,NORCROSS,GA,300711024
53,ELM GROVE,WI,531222608
54,NEW YORK,NY,100117489
55,ANN ARBOR,MI,481077710
56,CONCORD,CA,94520
57,DULUTH,MN,55806
58,FAIR OAKS,CA,95628
59,CUYAHOGA FALLS,OH,442210401
60,Akron,OH,44310
61,Arlington,VA,22209-229
62,ABILENE,TX,79602-5911
63,NEW YORK,NY,10036
64,BERKELEY,CA,94709
65,INDEPENDENCE,MO,64050
66,LANSING,MI,48915
67,ONTARIO,CA,91761
68,EBENSBURG,PA,15931
69,SPRINGFIELD,MO,65804
70,SPARTANBURG,SC,293024032
71,UPLAND,CA,91786
72,RANCHO CORDOVA,CA,95742
73,SAN DIEGO,CA,92131
74,AURORA,CO,80014
75,PORTLAND,OR,97225
76,KANSAS CITY,KS,66102
77,JAMAICA,NY,11432
78,ANAHEIM,CA,92807
79,CLEVELAND,OH,44111-4441
80,MIAMI,FL,33144
81,CHICAGO,IL,60634-1591
82,LAS VEGAS,NV,891300108
83,REDLANDS,CA,92374
84,REXBURG,ID,834400007
85,ANCHORAGE,AK,99501
86,LOS ANGELES,CA,90006
87,CLEARWATER,FL,33758
89,ANCHORAGE,AK,99503
90,Des Moines,IA,50321-179
91,Manhattan,KS,66502
92,LAVERNE,CA,91750
93,WRIGHT-PATTERSON AFB,OH,454337765
94,ROCKFORD,MI,49341
95,SANFORD,ME,4073
96,CENTRALIA,IL,628016577
97,GRAND PRAIRIE,TX,75051
98,JACKSONVILLE,FL,32203
99,HILLSBORO,OR,97124
100,LITITZ,PA,17543
101,MIDDLEFIELD,OH,44062
102,HONOLULU,HI,96814
103,Hilo,HI,96720-284
104,AKRON,OH,44312
105,AKRON,OH,44312
106,BARBERTON,OH,44203
107,ASHLAND,VA,23005
108,WEST JEFFERSON,OH,43162
109,HUNTSVILLE,AL,358015614
110,MOBILE,AL,36693
111,BIRMINGHAM,AL,35205
112,FT WORTH,TX,76116
113,ANCHORAGE,AK,99514
114,GLENNALLEN,AK,99588-0289
115,SOLDOTNA,AK,99669
116,KENAI,AK,99611
117,KOTZEBUE,AK,99752
118,JUNEAU,AK,99801
119,PHILADELPHIA,PA,19141
120,PHILADELPHIA,PA,19141-3098
121,ALBUQUERQUE,NM,871232531
122,WALNUT CREEK,CA,94595
123,ST. PAUL,MN,55106
124,SANTA MONICA,CA,90404
125,SAN FRANCISCO,CA,94108
126,CLEVELAND,OH,44124-5247
127,BROOKLINE,MA,2146
128,ALFRED,NY,14802
129,Solon,OH,44139-2218
130,LOUISVILLE,KY,40299
131,ORLANDO,FL,326181210
132,BANGOR,ME,4401
133,ORMOND BEACH,FL,32174
134,HONOLULU,HI,96826
135,HENDERSON,NV,89015
136,RACINE,WI,53403
137,NEW YORK,NY,10027
138,LOUDONVILLE,NY,12211
139,HOUSTON,TX,77027
140,MARTINSVILLE,VA,24112
141,BENSON,NC,27504
142,LAGUNA HILLS,CA,92653
143,NEW YORK,NY,10003
144,CLEVELAND,OH,44113
145,ALPENA,MI,49707
146,GREENVILLE,SC,29607
147,VIRGINIA BEACH,VA,23452
148,MACHESNEY PARK,IL,61115
149,ALTOONA,PA,166014899
150,ALTOONA,PA,16602
151,PITTSBURGH,PA,15201
152,HOUSTON,TX,77092
153,SEATTLE,WA,98104
154,SAN RAFAEL,CA,949011268
155,NASHVILLE,TN,37203
156,MUNCIE,IN,47303
157,PORTLAND,OR,97216
158,MOBILE,AL,36606
159,KNOXVILLE,TN,37919
160,YOUNGSTOWN,OH,44507
161,GRAND BLANC,MI,48439
162,CLINTON,MD,20735
163,FT WORTH,TX,76155
164,REDONDO BEACH,CA,902780877
165,CERRITOS,CA,90703
166,LOS ANGELES,CA,90037
167,CALUMET CITY,IL,60409
168,TAMPA,FL,33607
169,SAN ANTONIO,TX,78218
170,PINELAND,FL,33945
171,BAYAMON,PR,00961-6322
172,NEW YORK,NY,10018
173,OKLAHOMA CITY,OK,73108
174,MONROE,LA,71201
175,BIRMINGHAM,AL,35205
176,KALAMAZOO,MI,49007
177,Los Angeles,CA,90010-2311
178,HATTIESBURG,MS,39404-6871
179,ANAHEIM,CA,92806
180,GOLDEN VALLEY,MN,55427
181,TUKWILA,WA,98188
182,HOLLYWOOD,CA,90028
183,ARECIBO,PR,614
184,NEW CASTLE,DE,19720
185,CLEVELAND,OH,44115
186,PHOENIX,AZ,850211602
187,CHICAGO,IL,606051679
188,WATERFORD,MI,48327
189,COVINA,CA,91724
190,CHICAGO,IL,60601
191,AURORA,CO,80012
192,DALLAS,TX,75244
193,LONG BEACH,CA,90807
194,ST CLAIRS SHORES,MI,48075
195,YOUNGSVILLE,NC,27596
196,DEERFIELD BEACH,FL,334424067
197,SANTA ANA,CA,927054706
198,FOUNTAIN HILLS,AZ,85268
199,COSTA MESA,CA,926271710
200,CHICAGO,IL,60613-310
201,HENDERSON,NV,89015
202,NEW ORLEANS,LA,70115
203,JAMAICA,NY,11435
204,PAMONA,CA,91768
205,VAN NUYS,CA,91405
206,SCHAUMBURG,IL,60195
207,PHILADELPHIA,PA,19124
208,PLYMOUTH,MI,48170
209,MONTGOMERY,AL,36101-0042
210,LAS VEGAS,NV,89102
211,MELBOURNE,FL,32901
212,TORRANCE,CA,90510
213,OKLAHOMA CITY,OK,73127
214,MADISON,NJ,7940
215,TUSTIN,CA,927803036
216,GARDENA,CA,90248
217,PHILADELPHIA,PA,19150
218,DAYTONA BEACH,FL,32114
219,ARLINGTON HEIGHTS,IL,600046638
220,BOARDMAN,OH,44512
221,COLDWATER,MI,49036
222,BEAUMONT,TX,77705
223,NORTH HOLLYWOOD,CA,91601
224,ANDERSON,SC,29621
225,PALESTINE,TX,75801
226,BIRMINGHAM,AL,35209
227,ANN ARBOR,MI,48108
228,ANN ARBOR,MI,48103
229,WAYNE,MI,48184
230,ANNISTON,AL,36201
231,BLAINE,MN,55449
232,FT WAYNE,IN,46802
233,SAN FRANCISCO,CA,94116
234,FOSTER CITY,CA,94404
235,FOSTER CITY,CA,944041614
236,OAKLAND,CA,946211404
237,NEWPORT NEWS,VA,236075617
238,ROSEVILLE,MI,48066
239,BAXTER SPRINGS,KS,66713
240,WOODLAND HILLS,CA,913677757
241,MILTON,MA,2186
242,HIGHLAND PARK,CA,90042
243,DENVILLE,NJ,7834
244,TAMPA,FL,33619
245,MINNEAPOLIS,MN,55425
246,ANCHORAGE,AK,99508
247,SIERRA VISTA,AZ,856353669
248,PHOENIX,AZ,85006
249,FLAGSTAFF,AZ,86004
250,PHOENIX,AZ,85617
251,TUSCON,AZ,85704
252,SHERWOOD,AR,72120
253,BENTONVILLE,AR,72712
254,SEARCY,AR,72143
255,OZARK,AR,72949
256,FT SMITH,AR,72901
257,ARLINGTON HEIGHTS,IL,60005
258,KITTANNING,PA,162018808
259,OAKLAND,CA,96412
260,LEHIGHTON,PA,18235
261,SALT LAKE CITY,UT,84123
262,DANVILLE,VA,24541
263,Brooklyn,NY,11201
264,FAIRBANKS,AK,997095234
265,ASHEBORO,NC,27203
266,NEW ORLEANS,LA,70002
267,Davie,FL,33314
268,SILVER SPRING,MD,20906
269,Carolina,PR,987
270,Carolina,PR,987
271,VAN NUYS,CA,914062700
272,BENTON,ME,4901
273,SAN DIEGO,CA,92101
274,NEDERLAND,TX,77627
275,PARAMOUNT,CA,90723
276,SUN PRAIRIE,WI,53590
277,CHERRY HILL,NJ,8003
278,PLYMOUTH,MN,554413099
279,SEBRING,FL,33870
280,WHITEHALL,MT,59759
281,Louisville,KY,40223
282,Louisville,KY,40223
283,Dallas,TX,75247
284,Albuquerque,NM,87109
285,Dallas,TX,75247
286,Garland,TX,75041
287,Houston,TX,77029
288,Lewisville,TX,75067
289,Oakland Park,FL,33309
290,Oklahoma City,OK,73149
291,Richardson,TX,75081
292,Waco,TX,76711
293,Norwalk,CA,90650
294,Norwalk,CA,90650
295,Santa Ana,CA,92701
296,Santa Ana,CA,92701
297,Tustin,CA,92780
298,Dallas,TX,75235
299,CHAMBLEE,GA,303413344
300,ATLANTA,GA,30329
301,MORROW,GA,30260
302,ATLANTA,GA,30312
303,DECATUR,GA,30035
304,CHESTER,VA,23836
305,VIRGINIA BEACH,VA,23451
306,NEW YORK,NY,10003
307,Highland Heights,OH,44143
308,GLENDALE,AZ,89308
309,AUGUSTA,GA,30904
310,FISHERSVILLE,VA,22939
311,BEVERLY HILLS,CA,90210
312,AURORA,OR,97002
313,WINSTON SALEM,NC,27101
314,ANCHORAGE,AK,995071100
315,AUSTIN,TX,78752
316,CLARKSVILLE,TN,37040
317,PORTLAND,OR,97239
319,HIALEAH,FL,33010
320,BOULDER,CO,80304
321,FLINT,MI,48507
322,FENTON,MI,48430
323,WINTER PARK,FL,32792
324,ALTAMONTE SPRINGS,FL,32714
325,TAMPA,FL,33604
326,BALTIMORE,MD,21222
327,SANTA ANA,CA,92707
328,OSHKOSH,WI,54901
329,Seward,AK,99664-0889
330,LOS ANGELES,CA,90003
331,Fargo,ND,58103
335,Waldorf,MD,20602
336,Saint Peters,MO,63376
337,Saint Peters,MO,63376
338,Southfield,MI,48075-5227
339,Medford,OR,97504-713
341,Abilene,TX,79699
342,Willow Grove,PA,19090-128
343,Tifton,GA,31793-260
344,Los Angeles,CA,90015--35
345,Ponce,PR,00717-156
346,Caguas,PR,725
347,Minneapolis,MN,55420-155
348,Wallingford,CT,6492
349,Oxnard,CA,93030
350,Los Angeles,CA,90028-521
351,Pflugerville,TX,78660
352,Hallandale Beach,FL,33009
353,Gainesville,FL,32601
354,Los Angeles,CA,90024
355,West Palm Beach,FL,33417
356,West Palm Beach,FL,33417
357,Canoga Park,CA,91304-2305
358,Santa Clara,CA,95050-4057
359,Shawnee,KS,66203-3502
360,San Francisco,CA,94105
361,Northridge,CA,91324
362,Grand Junction,CO,81504
363,Kissimmee,FL,34741
364,Beckley,WV,25801
365,Oakland,CA,94612
366,Richland,WA,99354
367,Bozeman,MT,59715-354
368,Staten Island,NY,10306
369,Palm Bay,FL,32905
370,Pittsburgh,PA,15222
371,Pittsburgh,PA,15222
372,Cleveland,OH,44115
373,Pittsburgh,PA,15222
374,Cleveland,OH,44115
375,Kingston,PA,18704-311
376,San Fernando,CA,91340-3212
377,Oklahoma City,OK,73120
378,D'iberville,MS,39532
379,Pearl,MS,39208
380,Salem,OR,97301
381,Grenada,MS,38901
382,Carthage,MS,39051
383,Jackson,MS,39204
384,Poway,CA,92064
385,Greenville,SC,29615-236
386,Las Vegas,NV,89106
387,Lake Worth,FL,33463-211
388,Austin,TX,78752-363
389,Englewood,NJ,7631
390,Bear,DE,19701
391,Pueblo,CO,81005
392,Harrisburg,PA,17112-101
393,Billings,MT,59101
394,Billings,MT,59101
395,Billings,MT,59101
396,Greeley,CO,80631
397,Austin,TX,78757
398,Austin,TX,78757
399,Winter Park,FL,32792
400,Fort Smith,AR,72901
401,Philadelphia,PA,19103-668
402,Bryn Athyn,PA,19009
403,Provo,UT,84601-0000
404,Cincinnati,OH,45202
405,Frederick,MD,21703
406,Forest Hills,NY,11375
407,Berkeley,CA,94704
408,Miami,FL,33176
410,Alamosa,CO,81102
412,Van Nuys,CA,91402
413,Garden City,NY,11530-070
414,Glens Falls,NY,12801-000
415,Queensbury,NY,12804
416,Hopkins,MN,55305
417,Chicago,IL,60601
418,Adrian,MI,49221-257
419,Turlock,CA,95382
420,Hackensack,NJ,07601-663
421,Zanesville,OH,43701
422,Columbus,OH,43211
423,Garden Grove,CA,92643
424,Hialeah,FL,33012
425,Weslaco,TX,78596
426,Irving,TX,75061
427,Atlanta,GA,30329
428,South Gate,CA,90280
429,Waupun,WI,53963-0000
430,Madison,WI,53715-1030
431,Bayamon,PR,961
432,Miami,FL,33166
433,El Cajon,CA,92020
434,Las Vegas,NV,89115-7504
435,South Burlington,VT,5403
436,Merritt Island,FL,32953
437,Chicago,IL,60657
438,Chicago,IL,60617-998
439,Sanford,FL,32773
440,Gaithersburg,MD,20877
441,Oshkosh,WI,54903-337
442,Decatur,GA,30030-379
444,Aguadilla,PR,603
445,Miami,FL,33132-141
446,Aiken,SC,29801
447,Graniteville,SC,29829
448,Brockton,MA,02301-573
449,Carrollton,TX,75006
450,Greeley,CO,80632
452,Dayton,OH,45433
457,Akron,OH,44308-197
458,Akron,OH,44305
459,Akron,OH,44306-3931
460,Akron,OH,44306-3931
461,Akron,OH,44306
462,Norton,OH,44203
463,Akron,OH,44311-169
464,Barberton,OH,44203-1297
465,Barberton,OH,44203-1297
466,Normal,AL,35762
467,Monroeville,AL,36460
468,Montgomery,AL,36101-027
469,Graham,NC,27253-800
470,Alameda,CA,94501
471,Kalispell,MT,59901
472,Anchorage,AK,99507-1033
473,Anchorage,AK,99508
474,Seward,AK,99664-088
475,Albany,NY,12205
476,Albany,NY,12208-349
477,Albany,NY,12208-3492
478,Albany,NY,12208
479,Albany,NY,12208
480,Albany,GA,31705
481,Albany,GA,31701
482,Hartford,CT,6106
483,Hartford,CT,6106
484,Niantic,CT,06357-3224
485,Caldwell,ID,83605-443
486,New Haven,CT,06511-118
487,Albion,MI,49224
488,Reading,PA,19612-523
489,Albuquerque,NM,87108
490,Albuquerque,NM,87106
491,Alcorn State,MS,39096-750
492,Baker,LA,70714
493,Philippi,WV,26416-203
494,Omaha,NE,68124
495,Alexandria,LA,71301-573
496,Alexandria,VA,22312
497,Solon,OH,44139
498,Alexandria,IN,46001-028
499,Alexandria,MN,56308
500,Alexandria,MN,56308
502,Alfred,NY,14802-120
503,Alhambra,CA,91801
504,Pippa Passes,KY,41844
506,Fort Mohave,AZ,86426-8326
508,New York,NY,10031
509,North Versailles,PA,15137
510,Baltimore,MD,21224
511,Lester,PA,19029
512,Essington,PA,19029
513,Baltimore,MD,21224
514,Lester,PA,19029
515,West Mifflin,PA,15122
516,Santa Maria,CA,93454-639
517,Cumberland,MD,21502
518,Meadville,PA,16335-390
519,Salem,OH,44460-959
520,Waterloo,IA,50703-199
521,Iola,KS,66749
522,Brooklyn,NY,11201
523,Jamaica,NY,11432
524,Phoenix,AZ,85053-4064
525,Columbia,SC,29204
526,Allentown,PA,18109-162
527,Fresno,CA,93727
528,Laguna Hills,CA,92653-1337
529,Carrollton,TX,75005
530,Maryland Heights,MO,63043
531,Fenton,MO,63026
532,Fort Lauderdale,FL,33309
533,Scranton,PA,18509-290
534,Cleveland,OH,44113-3413
535,Red Wing,MN,55066
536,Alma,MI,48801-159
537,Alpena,MI,49707
538,Spokane Valley,WA,99206
539,Jesup,GA,31545
540,Lemoyne,PA,17403-153
541,Altoona,PA,16602-361
542,Altoona,PA,16602-603
543,Belleville,IL,62226
544,Belleville,IL,62226
545,Edwardsville,IL,62025
546,Godfrey,IL,62035-4150
547,Reading,PA,19607-179
548,Reading,PA,19607-1799
549,Milwaukee,WI,53234-392
550,Alvin,TX,77511-489
551,Amarillo,TX,79109
552,Garland,TX,75041-559
553,Hoffman Estates,IL,60192
554,Provo,UT,84604-6927
555,Provo,UT,84604
556,Berwyn,IL,60402
557,New York,NY,10019
558,New York,NY,10019
559,Roseville,MN,55113
560,Chicago,IL,60604-430
561,Orange Park,FL,32065
562,New York,NY,10016
563,Los Angeles,CA,90028
564,New York,NY,10016
565,Los Angeles,CA,90028
566,Topeka,KS,66611-235
567,Hialeah,FL,33014
568,Maple Heights,OH,44137
569,Nashville,TN,37207
570,Berkeley,CA,94704-302
571,New York,NY,10001-527
572,Payson,UT,84651
573,McAlester,OK,74502-171
574,Bronx,NY,10462
575,Oklahoma City,OK,73115
576,Oklahoma City,OK,73115
577,Oklahoma City,OK,73115
578,Norco,CA,92860
579,Berwyn,IL,60402
580,Los Angeles,CA,90004
581,Ontario,CA,91764
582,Wheaton,MD,20902
583,Wheaton,MD,20902
584,Baltimore,MD,21230
585,Braintree,MA,2184
586,Cambridge,MA,2138
587,Columbia,MD,21046
588,Framingham,MA,1701
589,Springfield,MA,1104
590,Woburn,MA,1801
591,Norristown,PA,19401
592,Bryn Mawr,PA,19010-219
593,Houston,TX,70063-410
594,San Francisco,CA,94102
595,Chicago,IL,60606
596,Sedalia,MO,65301
597,Cedar Rapids,IA,52402
598,Des Moines,IA,50309
599,Redlands,CA,92374
600,Riverside,CA,92505
601,Gardena,CA,90248-161
602,Saint Joseph,MO,64506
603,San Francisco,CA,94107
604,Shreveport,LA,71105
605,Odessa,TX,79762
606,Abilene,TX,79602
607,Lubbock,TX,79411
608,Odessa,TX,79762
609,San Angelo,TX,76904
610,Shreveport,LA,71105
611,Wichita Falls,TX,76310
612,San Francisco,CA,94108-583
613,Bayamon,PR,961
614,Los Angeles,CA,90027-162
615,Englewood,CO,80112
616,Port Richey,FL,34654-3743
617,Akron,OH,44325
618,Phoenix,AZ,85021
619,Minneapolis,MN,55404-222
620,Celebration,FL,34747-5161
621,Columbus,OH,43229
622,Manhattan,KS,66502
623,Largo,FL,33773
624,Long Beach,CA,90807
625,Santa Ana,CA,92705-5465
626,South Plainfield,NJ,7080
627,Tulsa,OK,74136
628,Provo,UT,84604-692
629,Phoenix,AZ,85043-472
630,Lauderdale Lakes,FL,33319
631,Atlanta,GA,30328
632,Houston,TX,77042
633,Hoffman Estates,IL,60192
634,Weston,FL,33326
635,Houston,TX,77042
636,Hoffman Estates,IL,60192
637,Atlanta,GA,30328
638,Springfield,MA,1109
639,Los Angeles,CA,90077-1519
640,Glendale,CA,91204-5108
641,Manassas,VA,20110
642,New York,NY,10023
643,Macon,GA,31211
644,Charlestown,WV,25414
645,Charles Town,WV,25414
646,Sacramento,CA,95841-428
647,Pago Pago,AS,96799-260
648,Shreveport,LA,71105-564
649,Columbus,OH,43229
650,Aurora,CO,80014-6510
651,Bayamon,PR,00957-0000
652,San Juan,PR,925
653,Saint Ann,MO,63074-1807
654,Washington,DC,20016-800
656,Long Beach,CA,90807
657,Bayamon,PR,00960-203
658,Colorado Springs,CO,80918-669
659,Los Angeles,CA,90029-3765
660,Hanover Park,IL,60133
661,Wheaton,MD,20902
662,Fern Park,FL,32730-235
663,Fort Worth,TX,76133
664,Amherst,MA,01002-500
666,Montgomery,AL,36117-3553
667,Great Falls,VA,22066
668,Great Falls,VA,22066
669,Elkhart,IN,46517-1999
670,El Paso,TX,79930
671,Santa Teresa,NM,88008
672,El Paso,TX,79930
673,Donaldson,IN,46513-000
674,Anderson,SC,29621
675,Portland,ME,4103
676,Newton Centre,MA,02459-224
677,Cuthbert,GA,39840-139
678,Sullivan,MO,63080
679,Berrien Springs,MI,49104
680,Los Angeles,CA,90010
681,Los Angeles,CA,90010
682,Lakewood,CA,90712
683,Lufkin,TX,75904
684,San Angelo,TX,76909
685,Deland,FL,31720
690,Binghamton,NY,13901
691,Paxton,MA,01612-119
693,Arnold,MD,21012-189
694,Anoka,MN,55303
695,Coon Rapids,MN,55433
696,Coon Rapids,MN,55433
697,Wadesboro,NC,28170
698,Lancaster,CA,93536-542
699,Lancaster,CA,93534
700,Memphis,TN,38134
701,Nashville,TN,37211
702,Phoenix,AZ,85014
703,Atlanta,GA,30324
704,Brookfield,WI,53005
705,Fenton,MO,63026
706,Irving,TX,75038
707,Kansas City,MO,64114
708,Maryland Heights,MO,63043
709,Saint Louis Park,MN,55416
710,Orlando,FL,32803
711,Phoenix,AZ,85014
712,Beaverton,OR,97005
713,New York,NY,10018
714,Cherry Hill,NJ,8002
715,Jersey City,NJ,7306
716,Las Vegas,NV,89102
717,New York,NY,10018
718,North Brunswick,NJ,8902
719,Parsippany,NJ,07054-3897
720,Springfield,PA,19064
721,Santurce,PR,907
722,Yellow Springs,OH,45387-169
723,Cincinnati,OH,45202
724,Cincinnati,OH,45202
725,Erdenheim,PA,19038-824
726,Pottstown,PA,19464
727,Anderson,IN,46016-115
728,Durham,NC,27713
729,New York,NY,10011
730,Lima,OH,45806-145
731,Boise,ID,83704-874
732,Phoenix,AZ,85051
733,Portland,OR,97232
734,Saint Paul,MN,55128-702
735,South Williamson,KY,41503
736,Bradley,WV,25818-135
737,Oakwood,VA,24631
738,Grundy,VA,24614-282
739,Boone,NC,28608
740,Sunset Hills,MO,63127
741,Nashville,TN,32705
742,Saint Louis,MO,63108
743,Littleton,CO,80160-900
744,Glenside,PA,19038-329
745,Atlanta,GA,30328
746,Atlanta,GA,30328
747,Chicago,IL,60654
748,Chicago,IL,60654
749,Chicago,IL,60603
750,Denver,CO,80203
751,San Bernardino,CA,92408
752,Santa Monica,CA,90405
753,Nashville,TN,37214
754,Phoenix,AZ,85021
755,Phoenix,AZ,85086
756,Phoenix,AZ,85021
757,Draper,UT,84020
758,San Diego,CA,92108
759,Alameda,CA,94501
760,Richmond,CA,94804-354
761,Santa Monica,CA,90405
762,Sarasota,FL,34235
763,Sarasota,FL,34235
764,Schaumburg,IL,60173
765,Schaumburg,IL,60173-5403
766,Seattle,WA,98121
767,Seattle,WA,98109
768,Tampa,FL,33614
769,Eagan,MN,55121
770,Arlington,VA,22209
771,Arlington,VA,22209
772,Fort Pierce,FL,34946
773,Philadelphia,PA,19124-2614
775,Tucson,AZ,85712
776,Tucson,AZ,85712
777,Tucson,AZ,85705
778,Phoenix,AZ,85004
779,Phoenix,AZ,85032-7097
780,Glendale,AZ,85302
781,Scottsdale,AZ,85259
782,Tucson,AZ,85712
783,Tempe,AZ,85287
784,Tempe,AZ,85287
785,Yuma,AZ,85365-883
786,Arkadelphia,AR,71923
787,Fayetteville,AR,72701
788,Little Rock,AR,72202-609
789,Russellville,AR,72801
790,Conway,AR,72032
791,Hot Springs,AR,71901-419
792,North Little Rock,AR,72114
793,Blytheville,AR,72316-110
794,Jonesboro,AR,72401
795,Beebe,AR,72012-100
796,State University,AR,72467
797,Mountain Home,AR,72653
798,Jonesboro,AR,72401
799,Russellville,AR,72801-222
800,Arlington,TX,76012-342
801,Grand Prairie,TX,75050
802,Arlington,TX,76011
803,Savannah,GA,31419-199
805,Forest Park,GA,30297-143
806,Milan,TN,38358
807,Elmira,NY,14905-167
808,Cincinnati,OH,45202-170
809,Pasadena,CA,91103
810,Pittsburgh,PA,15219-132
811,Santa Monica,CA,90405-303
812,Santa Ana,CA,92704
813,San Diego,CA,92108-442
814,Charlotte,NC,28217-453
815,Cincinnati,OH,45246
816,Denver,CO,80203-211
817,Dallas,TX,75231-599
818,Houston,TX,77056-419
819,Henderson,NV,89074
820,Philadelphia,PA,19103-519
821,Seattle,WA,98121-162
822,Milwaukee,WI,53202-5837
823,Providence,RI,02903-305
824,Jacksonville,AR,72076
825,Fort Smith,AR,72901-334
826,Morris Plains,NJ,7950
827,Aurora,CO,80017
828,Lakewood,CO,80226
829,Littleton,CO,80123
830,Phoenix,AZ,85032
831,Phoenix,AZ,85022
832,Scottsdale,AZ,85257
833,Tucson,AZ,85705
834,Lakeland,FL,33801
835,Wilmore,KY,40390-119
836,Wilmore,KY,40390-119
837,Wilmore,KY,40390-1198
838,Gonzales,LA,70737
839,Asheboro,NC,27203
840,Asheville,NC,28801-489
841,Asheville,NC,28801-4897
842,Clinton,IA,52733-296
843,Ashland,OH,44805-937
844,Ashland,OH,44805
845,Mansfield,OH,44903-2265
846,Seattle,WA,98133
847,Seattle,WA,98133
848,Jefferson,OH,44047
849,Jefferson,OH,44047
850,Norcross,GA,30092
851,Norcross,GA,30092
853,Westminster,CA,92683
854,Fort Smith,AR,72908
855,Enfield,CT,6082
856,Denver,CO,80246
857,Marlborough,MA,1752
858,Springfield,MO,65802-213
859,Brooklyn,NY,11225
860,Elkhart,IN,46517-199
861,Vista,CA,92084
862,Los Angeles,CA,90017-1604
863,San Diego,CA,92101
865,Worcester,MA,01609-129
866,Mendham,NJ,07945-080
868,Houston,TX,77054
869,New York,NY,10016-8804
870,Manati,PR,674
871,Santa Ana,CA,92705
872,Cincinnati,OH,45230-209
873,Athens,AL,35611
874,Athens,GA,30601-150
875,Atlanta,GA,30340
876,Doraville,GA,30340
877,East Point,GA,30344
878,Atlanta,GA,30309
879,Norcross,GA,30071
880,Atlanta,GA,30310-449
881,Atlanta,GA,30338
882,Atlanta,GA,30310-444
883,Atlanta,GA,30309
884,Pleasantville,NJ,8232
885,Mays Landing,NJ,08330-269
886,Guaynabo,PR,970
887,Mays Landing,NJ,8330
888,Fort Lauderdale,FL,33301-351
889,Coconut Creek,FL,33063-390
890,South Lancaster,MA,01561-100
891,Guaynabo,PR,970
892,Concord Twp,OH,44077
893,Auburn University,AL,36849
894,Auburn University,AL,36849
895,Montgomery,AL,36117-3596
896,Montgomery,AL,36117-359
897,Orlando,FL,32811-723
898,Minneapolis,MN,55454
899,Augusta,GA,30901-262
900,Evans,GA,30809
901,Augusta,GA,30904-220
902,Augusta,GA,30906
904,Sioux Falls,SD,57197-000
905,Boulder,CO,80305
906,Austin,TX,78752
907,Canton,OH,44710-1797
908,Canton,OH,44710-179
909,Milwaukee,WI,53207
910,Milwaukee,WI,53207
911,Milwaukee,WI,53207
912,Milwaukee,WI,53207
913,Aurora,IL,60506-489
914,Austin,TX,78741
915,Sherman,TX,75090-440
916,Austin,TX,78752
917,Austin,TX,78752
918,Austin,TX,78705
919,Clarksville,TN,37044
920,Austin,TX,78705-579
921,Albany,NY,12206
922,Portland,OR,97239
924,Ponce,PR,731
925,Aguadilla,PR,605
926,Bayamon,PR,957
927,Caguas,PR,625
928,Ponce,PR,731
929,Warminster,PA,18974
932,Enid,OK,73703-250
933,Santa Barbara,CA,93103
934,Worthington,MN,56187
935,Layton,UT,84041
936,Phoenix,AZ,85022
937,San Diego,CA,92154
938,Avon,IN,46123
939,Ypsilanti,MI,48197
940,Ann Arbor,MI,48105-255
941,Ave Maria,FL,34142
942,Los Angeles,CA,90024-2808
943,Indianapolis,IN,46250
944,Minneapolis,MN,55414
945,Chapel Hill,NC,27516
946,Columbus,OH,43201
947,Denver,CO,80202
948,West Des Moines,IA,50266
949,New York,NY,10013
950,Portland,OR,97209-3144
951,San Antonio,TX,78215
952,Albuquerque,NM,87110-3640
953,Chapel Hill,NC,27516
954,Chicago,IL,60647
955,Columbus,OH,43201
956,Covington,LA,70433
957,Denver,CO,80202
958,Minneapolis,MN,55414
959,New York,NY,10013
960,Provo,UT,84604
961,Saint Petersburg,FL,33701
